arabidopsis_gene	rice_gene	orthology_type	orthology_confidence
AT2G28100	Os04g0560400	ortholog_one2one	1
AT5G17420	Os09g0422500	ortholog_one2one	1
AT1G12230	Os08g0154300	ortholog_one2one	1
AT2G45490	Os03g0765000	ortholog_one2one	1
AT5G41190	Os02g0114700	ortholog_one2one	1
AT5G13420	Os01g0926300	ortholog_one2one	1
AT5G10810	Os04g0499200	ortholog_one2one	1
AT2G32230	Os04g0692500	ortholog_one2one	1
AT5G61670	Os02g0651300	ortholog_one2one	1
AT3G51290	Os09g0538700	ortholog_one2one	1
AT1G19850	Os04g0664400	ortholog_one2one	1
AT2G18710	Os08g0254500	ortholog_one2one	1
AT1G80460	Os04g0647800	ortholog_one2one	1
AT5G16180	Os08g0360100	ortholog_one2one	1
AT2G25110	Os08g0440500	ortholog_one2one	1
AT3G28430	Os04g0298600	ortholog_one2one	1
AT4G38600	Os02g0101700	ortholog_one2one	1
AT5G25560	Os01g0719100	ortholog_one2one	1
AT2G45770	Os01g0958100	ortholog_one2one	1
AT5G12860	Os12g0515400	ortholog_one2one	1
AT1G03540	Os06g0611200	ortholog_one2one	1
AT2G15240	Os09g0109500	ortholog_one2one	1
AT1G50030	Os05g0235300	ortholog_one2one	1
AT2G20060	Os11g0585700	ortholog_one2one	1
AT5G62930	Os10g0476700	ortholog_one2one	1
AT5G13800	Os06g0354700	ortholog_one2one	1
AT5G65720	Os09g0338400	ortholog_one2one	1
AT1G34270	Os04g0670600	ortholog_one2one	1
AT2G48120	Os05g0393400	ortholog_one2one	1
AT4G00570	Os10g0503500	ortholog_one2one	1
AT4G15520	Os05g0141400	ortholog_one2one	1
AT5G58960	Os03g0825600	ortholog_one2one	1
AT3G56570	Os01g0879500	ortholog_one2one	1
AT3G05760	Os03g0831900	ortholog_one2one	1
AT5G37510	Os03g0713400	ortholog_one2one	1
AT5G13640	Os09g0444200	ortholog_one2one	1
AT4G16660	Os02g0710900	ortholog_one2one	1
AT5G46100	Os01g0672166	ortholog_one2one	1
AT2G15690	Os04g0174800	ortholog_one2one	1
AT2G47590	Os03g0343400	ortholog_one2one	1
AT1G68300	Os01g0511100	ortholog_one2one	1
AT5G64600	Os12g0190100	ortholog_one2one	1
AT5G57950	Os09g0420600	ortholog_one2one	1
AT3G24315	Os02g0658900	ortholog_one2one	1
AT1G05720	Os01g0894500	ortholog_one2one	1
AT3G02660	Os01g0500900	ortholog_one2one	1
AT2G05120	Os03g0225500	ortholog_one2one	1
AT2G06990	Os11g0176200	ortholog_one2one	1
AT5G56360	Os01g0276800	ortholog_one2one	1
AT5G04920	Os01g0813500	ortholog_one2one	1
AT2G35030	Os11g0433101	ortholog_one2one	1
AT5G18525	Os01g0327600	ortholog_one2one	1
AT2G11000	Os02g0803250	ortholog_one2one	1
AT5G09450	Os04g0450200	ortholog_one2one	1
AT3G20390	Os07g0516200	ortholog_one2one	1
AT5G60540	Os02g0130100	ortholog_one2one	1
AT4G13590	Os11g0544500	ortholog_one2one	1
AT3G01380	Os02g0581000	ortholog_one2one	1
AT4G24750	Os02g0596000	ortholog_one2one	1
AT3G26700	Os01g0929200	ortholog_one2one	1
AT5G19180	Os01g0271500	ortholog_one2one	1
AT3G59780	Os01g0896500	ortholog_one2one	1
AT2G31190	Os04g0517300	ortholog_one2one	1
AT4G13650	Os12g0552300	ortholog_one2one	1
AT1G49040	Os01g0575500	ortholog_one2one	1
AT5G14460	Os05g0108000	ortholog_one2one	1
AT1G69380	Os01g0764300	ortholog_one2one	1
AT5G42130	Os01g0964900	ortholog_one2one	1
AT3G59530	Os03g0263600	ortholog_one2one	1
AT5G16280	Os03g0786900	ortholog_one2one	1
AT2G32520	Os01g0531500	ortholog_one2one	1
AT2G34640	Os01g0769900	ortholog_one2one	1
AT5G41920	Os07g0567700	ortholog_one2one	1
AT4G22760	Os08g0162200	ortholog_one2one	1
AT2G30080	Os05g0164800	ortholog_one2one	1
AT2G26250	Os03g0181500	ortholog_one2one	1
AT1G04210	Os03g0744300	ortholog_one2one	1
AT2G04360	Os08g0345400	ortholog_one2one	1
AT5G43820	Os02g0304800	ortholog_one2one	1
AT2G01120	Os01g0683400	ortholog_one2one	1
AT5G62600	Os10g0477800	ortholog_one2one	1
AT3G59650	Os03g0207250	ortholog_one2one	1
AT3G04500	Os08g0567200	ortholog_one2one	1
AT4G16270	Os08g0302000	ortholog_one2one	1
AT1G80030	Os02g0804500	ortholog_one2one	1
AT3G26680	Os04g0401800	ortholog_one2one	1
AT4G14850	Os11g0583200	ortholog_one2one	1
AT4G01130	Os06g0160200	ortholog_one2one	1
AT1G33390	Os02g0736600	ortholog_one2one	1
AT2G22640	Os02g0829900	ortholog_one2one	1
AT2G35120	Os02g0169700	ortholog_one2one	1
AT2G41250	Os07g0659400	ortholog_one2one	1
AT5G07400	Os04g0403400	ortholog_one2one	1
AT5G11450	Os01g0617900	ortholog_one2one	1
AT4G38240	Os02g0832800	ortholog_one2one	1
AT1G64810	Os04g0615500	ortholog_one2one	1
AT1G06050	Os08g0152600	ortholog_one2one	1
AT5G23080	Os06g0489200	ortholog_one2one	1
AT1G06900	Os03g0336300	ortholog_one2one	1
AT2G30410	Os02g0816500	ortholog_one2one	1
AT1G09230	Os03g0326600	ortholog_one2one	1
AT1G51650	Os08g0250200	ortholog_one2one	1
AT5G56150	Os04g0667800	ortholog_one2one	1
AT1G74580	Os07g0101200	ortholog_one2one	1
AT5G64050	Os02g0121000	ortholog_one2one	1
AT1G08750	Os02g0219400	ortholog_one2one	1
AT4G02030	Os03g0737800	ortholog_one2one	1
AT3G54890	Os06g0320500	ortholog_one2one	1
AT1G19150	Os09g0439500	ortholog_one2one	1
AT1G30000	Os05g0209100	ortholog_one2one	1
AT5G10620	Os04g0606900	ortholog_one2one	1
AT3G27670	Os01g0169500	ortholog_one2one	1
AT5G61540	Os04g0549300	ortholog_one2one	1
AT5G66150	Os10g0140200	ortholog_one2one	1
AT1G31910	Os03g0253100	ortholog_one2one	1
AT5G52560	Os06g0701200	ortholog_one2one	1
AT5G41760	Os06g0523400	ortholog_one2one	1
AT3G51510	Os05g0490900	ortholog_one2one	1
AT1G67060	Os02g0221600	ortholog_one2one	1
AT1G80350	Os01g0683100	ortholog_one2one	1
AT3G17930	Os01g0805200	ortholog_one2one	1
AT2G15290	Os06g0638100	ortholog_one2one	1
AT3G57060	Os07g0659500	ortholog_one2one	1
AT5G67100	Os01g0868300	ortholog_one2one	1
AT5G08305	Os10g0442700	ortholog_one2one	1
AT1G55350	Os02g0709400	ortholog_one2one	1
AT1G18340	Os02g0125800	ortholog_one2one	1
AT5G53920	Os05g0497675	ortholog_one2one	1
AT1G19600	Os01g0105900	ortholog_one2one	1
AT3G49400	Os01g0702400	ortholog_one2one	1
AT1G52590	Os01g0173000	ortholog_one2one	1
AT5G35180	Os08g0439100	ortholog_one2one	1
AT5G36890	Os01g0897600	ortholog_one2one	1
AT5G24680	Os02g0106700	ortholog_one2one	1
AT5G55060	Os07g0511000	ortholog_one2one	1
AT3G15990	Os06g0143700	ortholog_one2one	1
AT4G35760	Os03g0131500	ortholog_one2one	1
AT3G22450	Os10g0484400	ortholog_one2one	1
AT1G02420	Os03g0208600	ortholog_one2one	1
AT3G49650	Os03g0773600	ortholog_one2one	1
AT1G72250	Os12g0616000	ortholog_one2one	1
AT1G20050	Os01g0103600	ortholog_one2one	1
AT5G58450	Os05g0345400	ortholog_one2one	1
AT3G14770	Os01g0541800	ortholog_one2one	1
AT3G13490	Os02g0623500	ortholog_one2one	1
AT1G20410	Os04g0561700	ortholog_one2one	1
AT3G56460	Os05g0313500	ortholog_one2one	1
AT5G27270	Os06g0111300	ortholog_one2one	1
AT2G15820	Os02g0702000	ortholog_one2one	1
AT3G10530	Os01g0183100	ortholog_one2one	1
AT1G21600	Os11g0110100	ortholog_one2one	1
AT2G38270	Os12g0175500	ortholog_one2one	1
AT3G18630	Os04g0673400	ortholog_one2one	1
AT3G09560	Os05g0462400	ortholog_one2one	1
AT2G40840	Os07g0662900	ortholog_one2one	1
AT5G43280	Os01g0925200	ortholog_one2one	1
AT1G48270	Os06g0199800	ortholog_one2one	1
AT1G64510	Os03g0843400	ortholog_one2one	1
AT4G26020	Os02g0148600	ortholog_one2one	1
AT5G47890	Os04g0310500	ortholog_one2one	1
AT4G02990	Os05g0404000	ortholog_one2one	1
AT2G36360	Os03g0835800	ortholog_one2one	1
AT2G16440	Os01g0544450	ortholog_one2one	1
AT5G49880	Os01g0877300	ortholog_one2one	1
AT3G45020	Os09g0549700	ortholog_one2one	1
AT4G03560	Os01g0678500	ortholog_one2one	1
AT5G04780	Os12g0156900	ortholog_one2one	1
AT1G16810	Os02g0727500	ortholog_one2one	1
AT1G01180	Os09g0518900	ortholog_one2one	1
AT3G42660	Os09g0241100	ortholog_one2one	1
AT5G18200	Os07g0171200	ortholog_one2one	1
AT1G75125	Os01g0612800	ortholog_one2one	1
AT5G64350	Os02g0760300	ortholog_one2one	1
AT1G26500	Os07g0599201	ortholog_one2one	1
AT4G31010	Os08g0174900	ortholog_one2one	1
AT1G20575	Os03g0824400	ortholog_one2one	1
AT4G38050	Os07g0490500	ortholog_one2one	1
AT3G53170	Os03g0115300	ortholog_one2one	1
AT2G24765	Os08g0248900	ortholog_one2one	1
AT4G27700	Os09g0530000	ortholog_one2one	1
AT1G31970	Os07g0301200	ortholog_one2one	1
AT2G33560	Os02g0193600	ortholog_one2one	1
AT3G63170	Os07g0571600	ortholog_one2one	1
AT1G35680	Os02g0259600	ortholog_one2one	1
AT4G14790	Os03g0746500	ortholog_one2one	1
AT1G30690	Os06g0671800	ortholog_one2one	1
AT5G37020	Os04g0671900	ortholog_one2one	1
AT5G20910	Os09g0434200	ortholog_one2one	1
AT3G02280	Os01g0733600	ortholog_one2one	1
AT4G24190	Os06g0716700	ortholog_one2one	1
AT2G04850	Os03g0194300	ortholog_one2one	1
AT1G48350	Os03g0828100	ortholog_one2one	1
AT5G19210	Os01g0970600	ortholog_one2one	1
AT2G47680	Os01g0256800	ortholog_one2one	1
AT2G46580	Os03g0115500	ortholog_one2one	1
AT2G18290	Os05g0579800	ortholog_one2one	1
AT1G64660	Os10g0517500	ortholog_one2one	1
AT1G67840	Os12g0292900	ortholog_one2one	1
AT4G03120	Os02g0266100	ortholog_one2one	1
AT2G43410	Os09g0516300	ortholog_one2one	1
AT3G15290	Os01g0796400	ortholog_one2one	1
AT1G14850	Os06g0305200	ortholog_one2one	1
AT5G09280	Os08g0286100	ortholog_one2one	1
AT4G01395	Os02g0456000	ortholog_one2one	1
AT3G10150	Os01g0941800	ortholog_one2one	1
AT1G72570	Os03g0176300	ortholog_one2one	1
AT1G59760	Os12g0279000	ortholog_one2one	1
AT4G20940	Os07g0145400	ortholog_one2one	1
AT3G07420	Os12g0414500	ortholog_one2one	1
AT3G01160	Os07g0531700	ortholog_one2one	1
AT5G35690	Os08g0500800	ortholog_one2one	1
AT5G58140	Os04g0304200	ortholog_one2one	1
AT3G24170	Os02g0813500	ortholog_one2one	1
AT3G05210	Os10g0518900	ortholog_one2one	1
AT4G37930	Os03g0738400	ortholog_one2one	1
AT5G16150	Os01g0133400	ortholog_one2one	1
AT2G17250	Os04g0585300	ortholog_one2one	1
AT1G73110	Os04g0658300	ortholog_one2one	1
AT1G02145	Os04g0544900	ortholog_one2one	1
AT4G11640	Os04g0555900	ortholog_one2one	1
AT1G48850	Os03g0254800	ortholog_one2one	1
AT1G65320	Os01g0920000	ortholog_one2one	1
AT1G49170	Os04g0686300	ortholog_one2one	1
AT5G54390	Os02g0805500	ortholog_one2one	1
AT2G47450	Os03g0131900	ortholog_one2one	1
AT2G13290	Os12g0611900	ortholog_one2one	1
AT5G02140	Os11g0706600	ortholog_one2one	1
AT2G20635	Os07g0508500	ortholog_one2one	1
AT5G26749	Os01g0252200	ortholog_one2one	1
AT3G01370	Os04g0464800	ortholog_one2one	1
AT1G53490	Os02g0232100	ortholog_one2one	1
AT4G14210	Os03g0184000	ortholog_one2one	1
AT1G34300	Os03g0838100	ortholog_one2one	1
AT5G14240	Os01g0184800	ortholog_one2one	1
AT3G46970	Os01g0851700	ortholog_one2one	1
AT5G24490	Os03g0856500	ortholog_one2one	1
AT5G14550	Os05g0170000	ortholog_one2one	1
AT5G37360	Os02g0815400	ortholog_one2one	1
AT4G11130	Os04g0465700	ortholog_one2one	1
AT5G09860	Os03g0110400	ortholog_one2one	1
AT2G24090	Os06g0647100	ortholog_one2one	1
AT1G73170	Os06g0155600	ortholog_one2one	1
AT1G77140	Os02g0437800	ortholog_one2one	1
AT4G36400	Os07g0187200	ortholog_one2one	1
AT5G65950	Os02g0714500	ortholog_one2one	1
AT5G49810	Os05g0105000	ortholog_one2one	1
AT3G48425	Os12g0279600	ortholog_one2one	1
AT5G46150	Os03g0785500	ortholog_one2one	1
AT2G03070	Os03g0423800	ortholog_one2one	1
AT4G25550	Os04g0683100	ortholog_one2one	1
AT3G20790	Os09g0280300	ortholog_one2one	1
AT3G26610	Os01g0549000	ortholog_one2one	1
AT1G71500	Os11g0242400	ortholog_one2one	1
AT3G17880	Os09g0401200	ortholog_one2one	1
AT3G48460	Os03g0844600	ortholog_one2one	1
AT2G20930	Os09g0541500	ortholog_one2one	1
AT4G34050	Os06g0165800	ortholog_one2one	1
AT2G16405	Os01g0776400	ortholog_one2one	1
AT2G46020	Os02g0114000	ortholog_one2one	1
AT5G26040	Os06g0571100	ortholog_one2one	1
AT1G67930	Os05g0378900	ortholog_one2one	1
AT1G16080	Os08g0266300	ortholog_one2one	1
AT1G01910	Os09g0521500	ortholog_one2one	1
AT2G39670	Os01g0973400	ortholog_one2one	1
AT2G36895	Os03g0152600	ortholog_one2one	1
AT5G05080	Os06g0660700	ortholog_one2one	1
AT4G03080	Os05g0144400	ortholog_one2one	1
AT2G31320	Os07g0413700	ortholog_one2one	1
AT1G77420	Os01g0688200	ortholog_one2one	1
AT4G21105	Os05g0457000	ortholog_one2one	1
AT4G31720	Os09g0431500	ortholog_one2one	1
AT5G02410	Os04g0503700	ortholog_one2one	1
AT5G18570	Os07g0669200	ortholog_one2one	1
AT5G11650	Os01g0199400	ortholog_one2one	1
AT3G17310	Os05g0133900	ortholog_one2one	1
AT5G51170	Os02g0651000	ortholog_one2one	1
ATCG00480	Os06g0120732	ortholog_one2one	1
AT3G13682	Os08g0143400	ortholog_one2one	1
AT5G55470	Os06g0318500	ortholog_one2one	1
AT3G60800	Os03g0804300	ortholog_one2one	1
AT5G46570	Os10g0571300	ortholog_one2one	1
AT3G24090	Os12g0131100	ortholog_one2one	1
AT1G09150	Os01g0314300	ortholog_one2one	1
AT5G42620	Os03g0731500	ortholog_one2one	1
AT2G42120	Os03g0128500	ortholog_one2one	1
AT2G41820	Os07g0207100	ortholog_one2one	1
AT1G73050	Os06g0656000	ortholog_one2one	1
AT1G50900	Os07g0520800	ortholog_one2one	1
AT1G78520	Os01g0243700	ortholog_one2one	1
AT1G32160	Os04g0596300	ortholog_one2one	1
AT1G17330	Os10g0486000	ortholog_one2one	1
AT1G03650	Os10g0500400	ortholog_one2one	1
AT5G40660	Os07g0644000	ortholog_one2one	1
AT1G32220	Os04g0403500	ortholog_one2one	1
AT5G49510	Os12g0562900	ortholog_one2one	1
AT1G14830	Os03g0713100	ortholog_one2one	1
AT3G24500	Os06g0592500	ortholog_one2one	1
AT1G04110	Os03g0143100	ortholog_one2one	1
AT3G04240	Os02g0489550	ortholog_one2one	1
AT2G36630	Os03g0726500	ortholog_one2one	1
AT1G05310	Os08g0206950	ortholog_one2one	1
AT5G58730	Os03g0737701	ortholog_one2one	1
AT4G29750	Os09g0363100	ortholog_one2one	1
AT4G34700	Os06g0714100	ortholog_one2one	1
AT5G45760	Os01g0205100	ortholog_one2one	1
AT5G59865	Os01g0974701	ortholog_one2one	1
AT3G14430	Os08g0528601	ortholog_one2one	1
AT2G07360	Os03g0265700	ortholog_one2one	1
AT5G58250	Os03g0331600	ortholog_one2one	1
AT2G32415	Os07g0513100	ortholog_one2one	1
AT2G47580	Os05g0154800	ortholog_one2one	1
AT5G06620	Os10g0410700	ortholog_one2one	1
AT2G40760	Os05g0323100	ortholog_one2one	1
AT5G45360	Os06g0709100	ortholog_one2one	1
AT5G20990	Os04g0661600	ortholog_one2one	1
AT1G75560	Os10g0545300	ortholog_one2one	1
AT2G07690	Os02g0797400	ortholog_one2one	1
AT3G06610	Os03g0832300	ortholog_one2one	1
AT5G23340	Os02g0636400	ortholog_one2one	1
AT5G64500	Os04g0525900	ortholog_one2one	1
AT1G01970	Os07g0661900	ortholog_one2one	1
AT1G74720	Os01g0587300	ortholog_one2one	1
AT3G16840	Os04g0510400	ortholog_one2one	1
AT3G01980	Os03g0850000	ortholog_one2one	1
AT1G04770	Os05g0506000	ortholog_one2one	1
AT2G13440	Os01g0960300	ortholog_one2one	1
AT1G09870	Os03g0818100	ortholog_one2one	1
AT3G50660	Os03g0227700	ortholog_one2one	1
AT1G06570	Os02g0168100	ortholog_one2one	1
AT5G27460	Os02g0796400	ortholog_one2one	1
AT1G42440	Os11g0298400	ortholog_one2one	1
AT5G18110	Os03g0262400	ortholog_one2one	1
AT3G15930	Os01g0176300	ortholog_one2one	1
AT5G05970	Os09g0267500	ortholog_one2one	1
AT3G49170	Os05g0212100	ortholog_one2one	1
AT1G22860	Os05g0104100	ortholog_one2one	1
AT3G22190	Os03g0787200	ortholog_one2one	1
AT4G29910	Os03g0759500	ortholog_one2one	1
AT5G48440	Os09g0514100	ortholog_one2one	1
AT1G78800	Os04g0589600	ortholog_one2one	1
AT1G22660	Os12g0171200	ortholog_one2one	1
AT5G13050	Os07g0578600	ortholog_one2one	1
AT4G13330	Os04g0510700	ortholog_one2one	1
AT1G11430	Os08g0139100	ortholog_one2one	1
AT3G21350	Os06g0217500	ortholog_one2one	1
AT5G09315	Os04g0475500	ortholog_one2one	1
AT1G05350	Os02g0506500	ortholog_one2one	1
AT3G60810	Os03g0858700	ortholog_one2one	1
AT3G04470	Os02g0810100	ortholog_one2one	1
AT3G01720	Os01g0904500	ortholog_one2one	1
AT3G04870	Os07g0204900	ortholog_one2one	1
AT5G43850	Os10g0419500	ortholog_one2one	1
AT3G13120	Os03g0196800	ortholog_one2one	1
AT4G11860	Os06g0712400	ortholog_one2one	1
AT3G14860	Os02g0234200	ortholog_one2one	1
AT5G56900	Os09g0364000	ortholog_one2one	1
AT1G03620	Os04g0101700	ortholog_one2one	1
AT3G10390	Os04g0560300	ortholog_one2one	1
AT4G09730	Os01g0184500	ortholog_one2one	1
AT5G58030	Os01g0708600	ortholog_one2one	1
AT4G01100	Os05g0585900	ortholog_one2one	1
AT4G17370	Os08g0148267	ortholog_one2one	1
AT1G52530	Os04g0528400	ortholog_one2one	1
AT2G46520	Os01g0235400	ortholog_one2one	1
AT2G23090	Os07g0114300	ortholog_one2one	1
AT5G54080	Os06g0103300	ortholog_one2one	1
AT3G58460	Os03g0651100	ortholog_one2one	1
AT1G54350	Os01g0218700	ortholog_one2one	1
AT5G44740	Os01g0757800	ortholog_one2one	1
AT2G39930	Os08g0520900	ortholog_one2one	1
AT5G42390	Os06g0625400	ortholog_one2one	1
AT1G34150	Os03g0381100	ortholog_one2one	1
AT1G15440	Os05g0519500	ortholog_one2one	1
AT5G22830	Os03g0684400	ortholog_one2one	1
AT2G37630	Os12g0572000	ortholog_one2one	1
AT3G51240	Os04g0662600	ortholog_one2one	1
AT1G04420	Os03g0611200	ortholog_one2one	1
AT1G02410	Os03g0718600	ortholog_one2one	1
AT4G04910	Os05g0519400	ortholog_one2one	1
AT1G16650	Os12g0610500	ortholog_one2one	1
AT3G14930	Os01g0622300	ortholog_one2one	1
AT1G77330	Os11g0186900	ortholog_one2one	1
AT1G80050	Os02g0613900	ortholog_one2one	1
AT5G49400	Os11g0199600	ortholog_one2one	1
AT5G13520	Os03g0819100	ortholog_one2one	1
AT3G12810	Os02g0689800	ortholog_one2one	1
AT5G20930	Os03g0749800	ortholog_one2one	1
AT3G24800	Os02g0621500	ortholog_one2one	1
AT1G15820	Os04g0457000	ortholog_one2one	1
AT1G62850	Os03g0249200	ortholog_one2one	1
AT1G63970	Os02g0680600	ortholog_one2one	1
AT1G44920	Os03g0729100	ortholog_one2one	1
AT3G26710	Os11g0526200	ortholog_one2one	1
AT1G55040	Os07g0404300	ortholog_one2one	1
AT1G27920	Os08g0531100	ortholog_one2one	1
AT1G65610	Os04g0497200	ortholog_one2one	1
AT5G37370	Os05g0178900	ortholog_one2one	1
AT1G64550	Os02g0826500	ortholog_one2one	1
AT3G10915	Os03g0336600	ortholog_one2one	1
AT2G43370	Os09g0513700	ortholog_one2one	1
AT5G01850	Os03g0816100	ortholog_one2one	1
AT4G16650	Os04g0551300	ortholog_one2one	1
AT5G42650	Os03g0767000	ortholog_one2one	1
AT4G33030	Os05g0387200	ortholog_one2one	1
AT4G16210	Os03g0310400	ortholog_one2one	1
AT2G43330	Os04g0491700	ortholog_one2one	1
AT3G10110	Os03g0296300	ortholog_one2one	1
AT2G39090	Os05g0149900	ortholog_one2one	1
AT2G39910	Os06g0694100	ortholog_one2one	1
AT4G31780	Os09g0423600	ortholog_one2one	1
AT3G18620	Os04g0674450	ortholog_one2one	1
AT5G64380	Os06g0664200	ortholog_one2one	1
AT5G60340	Os07g0412400	ortholog_one2one	1
AT1G49350	Os05g0185700	ortholog_one2one	1
AT3G01460	Os02g0192400	ortholog_one2one	1
AT2G25830	Os05g0519800	ortholog_one2one	1
AT5G49630	Os07g0134000	ortholog_one2one	1
AT4G31460	Os07g0544900	ortholog_one2one	1
AT1G48310	Os07g0636200	ortholog_one2one	1
AT2G33260	Os07g0225100	ortholog_one2one	1
AT5G10860	Os03g0737000	ortholog_one2one	1
AT4G02120	Os12g0556600	ortholog_one2one	1
AT1G53270	Os01g0615500	ortholog_one2one	1
AT2G01320	Os01g0121700	ortholog_one2one	1
AT3G04970	Os03g0363900	ortholog_one2one	1
AT4G24090	Os09g0529350	ortholog_one2one	1
AT5G19690	Os05g0519900	ortholog_one2one	1
AT1G08700	Os01g0276400	ortholog_one2one	1
AT4G04955	Os04g0680400	ortholog_one2one	1
AT5G38900	Os03g0598900	ortholog_one2one	1
AT5G41850	Os05g0214400	ortholog_one2one	1
AT1G49590	Os06g0215200	ortholog_one2one	1
AT5G27860	Os12g0554000	ortholog_one2one	1
AT5G48460	Os01g0514600	ortholog_one2one	1
AT1G15240	Os05g0583500	ortholog_one2one	1
AT1G26520	Os07g0598900	ortholog_one2one	1
AT4G28560	Os06g0627500	ortholog_one2one	1
AT1G77700	Os04g0689900	ortholog_one2one	1
AT3G06540	Os01g0269100	ortholog_one2one	1
AT1G21650	Os11g0195100	ortholog_one2one	1
AT2G02220	Os02g0629400	ortholog_one2one	1
AT5G46920	Os10g0567500	ortholog_one2one	1
AT3G12080	Os11g0638000	ortholog_one2one	1
AT5G23395	Os04g0527700	ortholog_one2one	1
AT1G30360	Os07g0150100	ortholog_one2one	1
AT5G66030	Os07g0472500	ortholog_one2one	1
AT5G18410	Os03g0143800	ortholog_one2one	1
AT5G37570	Os04g0414800	ortholog_one2one	1
AT2G38130	Os11g0525800	ortholog_one2one	1
AT5G09970	Os10g0403000	ortholog_one2one	1
AT2G36740	Os08g0192400	ortholog_one2one	1
AT5G40950	Os01g0924000	ortholog_one2one	1
AT4G26810	Os09g0133000	ortholog_one2one	1
AT3G17060	Os03g0309400	ortholog_one2one	1
AT3G22430	Os03g0159200	ortholog_one2one	1
AT2G37660	Os05g0110300	ortholog_one2one	1
AT5G53070	Os05g0528900	ortholog_one2one	1
AT3G59980	Os04g0303900	ortholog_one2one	1
AT5G16300	Os01g0777000	ortholog_one2one	1
AT4G37040	Os02g0761700	ortholog_one2one	1
AT5G17240	Os07g0471100	ortholog_one2one	1
AT4G33250	Os03g0182700	ortholog_one2one	1
AT2G21280	Os02g0834700	ortholog_one2one	1
AT5G60940	Os03g0754900	ortholog_one2one	1
AT4G01320	Os02g0680400	ortholog_one2one	1
AT5G42180	Os02g0833900	ortholog_one2one	1
AT2G05810	Os09g0135800	ortholog_one2one	1
AT3G48195	Os01g0549500	ortholog_one2one	1
AT5G43600	Os12g0597500	ortholog_one2one	1
AT1G63160	Os04g0569000	ortholog_one2one	1
AT3G43860	Os02g0778600	ortholog_one2one	1
AT5G43670	Os03g0742800	ortholog_one2one	1
AT4G35870	Os03g0137400	ortholog_one2one	1
AT1G18550	Os01g0605500	ortholog_one2one	1
AT3G27700	Os04g0394300	ortholog_one2one	1
AT4G17050	Os07g0495000	ortholog_one2one	1
AT4G33330	Os03g0184300	ortholog_one2one	1
AT5G63960	Os11g0186400	ortholog_one2one	1
AT3G56210	Os03g0665800	ortholog_one2one	1
AT5G63080	Os01g0546900	ortholog_one2one	1
AT5G01230	Os06g0704900	ortholog_one2one	1
AT5G08530	Os07g0645400	ortholog_one2one	1
AT4G30930	Os05g0557800	ortholog_one2one	1
AT3G08650	Os05g0316100	ortholog_one2one	1
AT5G07380	Os01g0103900	ortholog_one2one	1
AT5G40280	Os01g0737800	ortholog_one2one	1
AT1G07130	Os03g0366900	ortholog_one2one	1
AT1G60080	Os11g0311300	ortholog_one2one	1
AT3G60190	Os10g0567800	ortholog_one2one	1
AT2G43790	Os06g0154500	ortholog_one2one	1
AT1G48050	Os03g0856200	ortholog_one2one	1
AT4G16180	Os03g0310500	ortholog_one2one	1
AT3G17030	Os03g0832500	ortholog_one2one	1
AT1G36310	Os02g0750500	ortholog_one2one	1
AT4G22580	Os10g0553600	ortholog_one2one	1
AT3G10350	Os02g0745000	ortholog_one2one	1
AT3G15010	Os01g0614500	ortholog_one2one	1
AT5G44000	Os02g0814800	ortholog_one2one	1
AT5G04810	Os04g0684500	ortholog_one2one	1
AT5G03260	Os01g0634500	ortholog_one2one	1
AT2G46890	Os04g0105300	ortholog_one2one	1
AT1G09790	Os04g0540300	ortholog_one2one	1
AT4G02790	Os05g0430400	ortholog_one2one	1
AT2G22120	Os11g0604600	ortholog_one2one	1
AT1G31480	Os08g0110700	ortholog_one2one	1
AT1G17260	Os03g0183900	ortholog_one2one	1
AT4G10050	Os04g0443500	ortholog_one2one	1
AT2G42690	Os01g0710700	ortholog_one2one	1
AT3G12010	Os10g0400900	ortholog_one2one	1
AT1G73960	Os09g0410300	ortholog_one2one	1
AT2G28560	Os05g0121700	ortholog_one2one	1
AT1G48175	Os03g0321900	ortholog_one2one	1
AT5G55560	Os07g0584100	ortholog_one2one	1
AT4G21320	Os06g0682900	ortholog_one2one	1
AT5G17210	Os06g0114700	ortholog_one2one	1
AT1G07700	Os02g0567100	ortholog_one2one	1
AT5G26030	Os09g0297000	ortholog_one2one	1
AT1G29150	Os04g0444600	ortholog_one2one	1
AT4G33360	Os03g0184550	ortholog_one2one	1
AT1G74350	Os06g0634100	ortholog_one2one	1
AT4G32050	Os02g0798700	ortholog_one2one	1
AT4G08810	Os07g0633600	ortholog_one2one	1
AT2G31740	Os04g0379300	ortholog_one2one	1
AT1G50590	Os09g0484800	ortholog_one2one	1
AT2G19560	Os09g0386400	ortholog_one2one	1
AT1G04640	Os03g0321800	ortholog_one2one	1
AT1G56500	Os03g0311300	ortholog_one2one	1
AT1G12480	Os04g0574700	ortholog_one2one	1
AT2G42240	Os06g0687500	ortholog_one2one	1
AT5G47840	Os08g0109300	ortholog_one2one	1
AT5G52790	Os03g0125800	ortholog_one2one	1
AT3G10130	Os02g0533200	ortholog_one2one	1
AT4G02930	Os03g0851100	ortholog_one2one	1
AT2G40360	Os07g0435400	ortholog_one2one	1
AT1G29260	Os02g0245100	ortholog_one2one	1
AT4G15830	Os01g0931200	ortholog_one2one	1
AT3G01970	Os11g0490900	ortholog_one2one	1
